id,product_A_sold_in_the_past,product_B_sold_in_the_past,product_A_recommended,product_A,product_C,product_D,cust_hitrate,cust_interactions,cust_contracts,opp_month,opp_old,competitor_Z,competitor_X,competitor_Y,cust_in_iberia,target_variable
9469,-0.25992,-0.33978,-0.1097,-0.0891,-0.02372,-0.04247,-0.63133,0.72031,-0.34997,-0.233,-0.28185,0,0,1,1,Lost
9470,0.13844,1.98031,-0.1097,-0.0891,-0.02372,-0.04247,-0.28235,0.16603,-0.34997,-0.82382,-0.28185,0,0,1,1,Win
9471,-0.12571,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.74802,0.19863,-0.34997,1.53945,-0.28185,1,0,1,0,Lost
9472,-0.25992,0.07697,-0.1097,-0.0891,-0.02372,-0.04247,0.80991,0.13342,0.92184,-0.82382,-0.28185,0,0,0,1,Win
9473,-0.1124,-0.3421,-0.1097,-0.0891,-0.02372,-0.04247,-0.1421,0.08995,-0.34997,1.24404,-0.28185,0,0,0,0,Lost
9474,-0.25992,0.0313,-0.1097,-0.0891,-0.02372,-0.04247,-0.49276,0.8942,0.60388,1.83486,-0.28185,1,0,0,0,Lost
9475,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.08736,-0.12742,-0.34997,-0.82382,-0.28185,0,0,0,0,Lost
9476,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.29544,-0.6817,-0.34997,1.83486,-0.28185,0,0,0,1,Win
9477,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.37483,-0.59475,-0.03202,-0.52841,-0.28185,0,0,0,1,Win
9478,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73083,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,0,Lost
9479,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,1,Win
9480,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.29329,-0.38826,-0.34997,-1.11923,-0.28185,0,0,0,0,Win
9481,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.7956,0.40513,-0.34997,0.94864,-0.28185,0,0,0,1,Lost
9482,-0.25992,-0.2205,-0.1097,-0.0891,-0.02372,-0.04247,0.22744,0.81812,0.28593,-0.233,3.54793,1,0,0,1,Lost
9483,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.4559,-0.6817,0.92184,-0.52841,-0.28185,1,0,1,1,Win
9484,-0.25992,-0.30942,-0.1097,-0.0891,-0.02372,-0.04247,-1.07573,0.47034,-0.34997,1.24404,3.54793,0,0,0,1,Lost
9485,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.81915,0.06821,-0.03202,0.94864,-0.28185,0,0,0,1,Win
9486,-0.25992,-0.19767,1.86263,5.33466,-0.02372,-0.04247,0.13451,0.80726,-0.34997,-0.52841,-0.28185,0,0,1,0,Lost
9487,-0.25992,-0.34557,-0.1097,-0.0891,-0.02372,-0.04247,1.63988,0.2095,1.55774,0.35782,-0.28185,0,0,0,0,Win
9488,-0.25992,-0.34375,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.58389,-0.34997,-0.52841,-0.28185,1,0,0,1,Lost
9489,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.69638,-0.6817,-0.03202,0.65323,-0.28185,0,0,0,1,Win
9490,-0.25992,1.31855,-0.1097,-0.0891,-0.02372,-0.04247,-0.57052,0.13342,-0.34997,-0.52841,3.54793,1,0,1,1,Lost
9491,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.69088,-0.56215,1.55774,-1.41464,-0.28185,0,0,0,0,Lost
9492,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.69409,-0.64909,-0.34997,0.06241,-0.28185,0,0,1,0,Lost
9493,-0.25992,-0.1239,-0.1097,-0.0891,-0.02372,-0.04247,-0.33392,-0.38826,-0.34997,1.24404,-0.28185,1,0,0,1,Win
9494,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.35722,0.37252,-0.34997,-0.233,-0.28185,1,0,0,1,Lost
9495,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.84626,1.07896,-0.34997,1.53945,-0.28185,1,0,0,1,Win
9496,-0.25992,0.74048,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,0,Win
9497,0.65945,3.35306,-0.1097,-0.0891,-0.02372,-0.04247,1.55091,-0.6817,1.55774,-1.41464,-0.28185,1,0,0,1,Win
9498,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.09174,-0.50781,-0.34997,-1.11923,-0.28185,1,0,1,1,Lost
9499,0.34402,3.51662,-0.1097,-0.0891,-0.02372,-0.04247,-0.67503,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,0,Lost
9500,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.96435,1.58977,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
9501,-0.25992,-0.30023,2.58928,-0.0891,-0.02372,-0.04247,-0.98144,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,0,Lost
9502,-0.16933,0.03928,-0.1097,-0.0891,-0.02372,-0.04247,-0.81298,-0.57302,-0.34997,0.65323,-0.28185,1,0,1,0,Lost
9503,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.49883,-0.2361,-0.34997,-1.11923,-0.28185,0,0,0,0,Lost
9504,-0.25992,-0.34405,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.54041,-0.34997,-0.52841,-0.28185,1,0,1,0,Lost
9505,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.00556,-0.04047,-0.34997,0.94864,-0.28185,0,0,0,0,Win
9506,-0.25992,-0.31215,-0.1097,-0.0891,-0.02372,-0.04247,-0.01998,-0.6817,-0.34997,1.24404,-0.28185,1,0,1,1,Win
9507,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.34181,2.94831,0.28593,1.53945,-0.28185,1,0,1,0,Lost
9508,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.31453,-0.30131,-0.34997,0.06241,-0.28185,0,0,0,1,Win
9509,-0.07759,0.05641,-0.1097,-0.0891,-0.02372,-0.04247,-0.70412,0.90507,-0.03202,-1.11923,-0.28185,1,0,1,0,Lost
9510,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.5264,-0.6817,9.18857,0.35782,-0.28185,0,0,0,1,Win
9511,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.99176,-0.04047,0.60388,0.35782,-0.28185,0,0,0,0,Win
9512,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.83486,-0.28185,0,0,0,1,Lost
9513,6.0075,0.65791,-0.1097,-0.0891,-0.02372,-0.04247,-0.73175,1.92669,-0.34997,1.53945,-0.28185,0,0,1,1,Lost
9514,0.37589,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.73175,1.3072,-0.34997,0.06241,-0.28185,1,0,0,0,Lost
9515,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.63096,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,Win
9516,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73009,-0.6817,1.55774,1.24404,-0.28185,0,0,0,1,Win
9517,-0.25992,-0.21463,-0.1097,-0.0891,-0.02372,-0.04247,0.51599,1.14417,-0.34997,1.24404,-0.28185,1,0,0,1,Win
9518,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,Win
9519,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.10572,0.12255,-0.34997,-1.41464,-0.28185,1,0,0,1,Lost
9520,0.34402,3.51662,-0.1097,-0.0891,-0.02372,-0.04247,-0.50026,-0.35565,-0.34997,-0.82382,-0.28185,1,0,0,0,Win
9521,2.0105,4.64171,2.10485,-0.0891,-0.02372,-0.04247,1.33311,-0.08394,-0.34997,1.24404,-0.28185,1,0,0,0,Win
9522,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.91661,-0.6817,-0.03202,-1.41464,-0.28185,0,0,0,1,Lost
9523,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.93279,0.05734,-0.34997,0.35782,3.54793,0,0,0,0,Lost
9524,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.42608,-0.48607,-0.34997,0.06241,-0.28185,0,0,0,0,Lost
9525,2.49426,0.30108,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.58389,-0.34997,-0.82382,-0.28185,0,0,1,0,Lost
9526,-0.25992,-0.34794,0.20172,-0.0891,-0.02372,-0.04247,1.22348,0.10082,-0.34997,-1.11923,3.54793,0,0,0,1,Win
9527,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.71323,-0.6817,2.19364,-0.233,-0.28185,0,0,0,1,Win
9528,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.09145,-0.6817,1.87569,-0.233,-0.28185,0,0,0,1,Win
9529,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.76129,-0.34478,2.82954,0.35782,-0.28185,0,0,0,0,Win
9530,-0.25992,-0.10901,-0.1097,-0.0891,-0.02372,-0.04247,-0.76233,-0.6817,-0.34997,0.06241,-0.28185,1,0,0,1,Lost
9531,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.12594,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,Win
9532,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,-0.28185,1,0,1,0,Win
9533,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.13847,0.38339,-0.34997,-0.233,-0.28185,1,0,0,0,Lost
9534,0.26819,-0.02965,-0.1097,-0.0891,-0.02372,-0.04247,0.98649,0.30731,-0.34997,0.94864,-0.28185,1,0,0,0,Win
9535,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.43822,-0.6817,0.92184,-0.82382,-0.28185,0,0,0,1,Win
9536,-0.25992,-0.34794,0.30553,-0.0891,-0.02372,-0.04247,1.38942,0.06821,-0.34997,-1.11923,-0.28185,0,0,1,0,Win
9537,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,0.94864,-0.28185,0,0,0,1,Win
9538,-0.25992,-0.19745,-0.1097,-0.0891,-0.02372,-0.04247,0.79219,-0.6817,2.82954,-1.41464,-0.28185,0,0,0,1,Lost
9539,-0.25992,1.12758,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,0,Lost
9540,-0.20959,-0.28992,-0.1097,-0.0891,-0.02372,-0.04247,-1.00613,-0.50781,-0.34997,0.35782,-0.28185,0,0,0,0,Lost
9541,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.32648,-0.6817,1.55774,-0.233,-0.28185,0,0,0,1,Lost
9542,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,0.60388,0.06241,-0.28185,0,0,0,1,Lost
9543,0.0085,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.2914,0.03561,-0.34997,-1.11923,-0.28185,1,0,0,0,Win
9544,-0.25992,-0.10901,-0.1097,0.60824,-0.02372,-0.04247,-0.76233,-0.6817,-0.34997,-0.52841,3.54793,1,0,0,1,Lost
9545,7.95386,3.25755,-0.1097,-0.0891,-0.02372,-0.04247,1.40601,-0.6817,0.92184,1.83486,-0.28185,0,0,1,1,Win
9546,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.78267,-0.22523,-0.34997,1.24404,-0.28185,1,0,0,1,Win
9547,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.43131,-0.6817,0.92184,-0.52841,-0.28185,0,0,0,1,Win
9548,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.67574,0.003,-0.34997,1.24404,-0.28185,0,0,0,1,Lost
9549,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.03094,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,Lost
9550,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.13474,-0.6817,2.51159,-0.52841,-0.28185,0,0,0,1,Win
9551,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.2724,-0.32305,-0.34997,-0.52841,-0.28185,0,0,1,1,Lost
9552,-0.25992,0.18772,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,0.01387,-0.34997,0.35782,-0.28185,0,0,0,1,Lost
9553,-0.25992,-0.31212,-0.1097,-0.0891,-0.02372,-0.04247,-0.95065,-0.4752,-0.34997,0.35782,-0.28185,0,0,0,1,Lost
9554,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.00881,-0.22523,-0.34997,-0.52841,-0.28185,0,0,0,0,Win
9555,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.14501,-0.16002,-0.34997,-1.41464,-0.28185,0,0,1,0,Lost
9556,1.06873,-0.32192,-0.1097,-0.0891,-0.02372,-0.04247,1.27206,0.30731,-0.34997,-0.233,-0.28185,1,0,0,0,Win
9557,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.28298,1.18765,-0.34997,-0.52841,-0.28185,1,0,1,0,Win
9558,-0.25992,0.66337,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,0.92184,0.94864,-0.28185,0,0,0,1,Win
9559,-0.01613,0.06334,-0.1097,-0.0891,-0.02372,-0.04247,-0.99848,0.2095,-0.34997,-0.233,-0.28185,0,0,0,1,Lost
9560,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,0.10082,-0.34997,0.35782,-0.28185,0,0,0,0,Win
9561,-0.25992,1.24532,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,3.14749,1.83486,-0.28185,0,0,0,1,Lost
9562,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.01234,-0.12742,-0.34997,-0.82382,-0.28185,1,0,0,0,Lost
9563,-0.09641,-0.20704,0.82456,-0.0891,-0.02372,-0.04247,1.29934,-0.48607,-0.34997,0.35782,-0.28185,0,0,1,1,Lost
9564,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.75724,0.64423,-0.34997,1.53945,-0.28185,0,0,0,0,Lost
9565,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.46302,-0.6817,0.60388,1.53945,-0.28185,0,0,0,1,Win
9566,-0.13557,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.71954,-0.32305,-0.34997,-1.41464,-0.28185,0,0,0,1,Win
9567,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.04617,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,1,Win
9568,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.14366,1.25286,-0.34997,-0.52841,-0.28185,1,0,0,1,Win
9569,-0.25992,-0.31245,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,0.60076,-0.34997,-0.233,-0.28185,1,0,1,1,Win
9570,-0.0586,-0.24182,-0.1097,-0.0891,-0.02372,-0.04247,-1.07618,-0.16002,-0.34997,-1.11923,-0.28185,1,0,0,0,Lost
9571,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.51821,5.28499,-0.34997,0.35782,3.54793,0,0,0,1,Lost
9572,3.77361,6.44745,-0.1097,-0.0891,-0.02372,-0.04247,-0.20335,0.43773,-0.34997,-1.41464,-0.28185,1,0,0,0,Win
9573,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.10568,-0.34997,-1.11923,-0.28185,0,0,1,1,Lost
9574,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,1.23979,-0.82382,-0.28185,0,0,0,1,Win
9575,0.20981,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.65374,0.26384,-0.34997,1.53945,-0.28185,0,0,1,0,Lost
9576,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.61434,-0.6817,0.28593,-0.233,-0.28185,0,0,0,1,Win
9577,-0.25992,-0.3289,-0.1097,-0.0891,-0.02372,-0.04247,1.43492,-0.35565,-0.34997,-0.52841,-0.28185,1,0,1,1,Win
9578,-0.25992,0.14864,-0.1097,-0.0891,-0.02372,-0.04247,1.65424,-0.6817,4.4193,-0.82382,-0.28185,1,0,1,1,Win
9579,-0.25992,-0.18023,-0.1097,-0.0891,-0.02372,-0.04247,1.37402,-0.6817,2.19364,-0.52841,-0.28185,0,0,0,1,Win
9580,-0.25992,-0.23878,-0.1097,-0.0891,-0.02372,-0.04247,-0.93441,-0.19263,-0.34997,1.83486,-0.28185,0,0,0,1,Lost
9581,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.5309,0.47034,-0.34997,0.06241,3.54793,1,0,1,0,Lost
9582,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1566,-0.6817,0.92184,0.06241,-0.28185,0,0,0,1,Lost
9583,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.14143,-0.6817,-0.34997,0.65323,-0.28185,0,0,0,1,Lost
9584,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.22903,-0.39912,-0.34997,1.24404,-0.28185,1,0,0,1,Win
9585,-0.12571,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.37483,-0.6817,-0.03202,1.24404,-0.28185,0,0,0,1,Win
9586,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.15785,-0.6817,0.28593,0.35782,-0.28185,0,0,0,1,Lost
9587,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.48738,0.04648,-0.34997,1.53945,-0.28185,0,0,1,0,Lost
9588,-0.22647,0.40116,-0.1097,-0.0891,-0.02372,-0.04247,-0.37611,-0.16002,-0.34997,0.35782,-0.28185,0,0,1,1,Win
9589,-0.25992,-0.34521,-0.1097,-0.0891,-0.02372,-0.04247,-1.02283,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Win
9590,-0.25992,0.07697,-0.1097,-0.0891,-0.02372,-0.04247,-0.16641,0.70944,-0.34997,0.65323,-0.28185,0,0,0,1,Lost
9591,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.08483,-0.49694,-0.34997,-1.41464,-0.28185,0,0,0,0,Lost
9592,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.74223,-0.05134,-0.34997,0.94864,-0.28185,0,0,0,1,Win
9593,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Lost
9594,-0.25992,-0.34544,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.50781,-0.34997,1.53945,-0.28185,0,0,1,1,Lost
9595,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.56776,-0.05134,-0.34997,0.94864,-0.28185,0,0,0,1,Lost
9596,-0.25992,-0.33504,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
9597,-0.12571,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.24048,-0.6817,-0.03202,0.35782,-0.28185,0,0,0,1,Win
9598,-0.0217,-0.30687,0.03044,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.11923,-0.28185,1,0,1,1,Win
9599,-0.25992,-0.27328,-0.1097,-0.0891,-0.02372,-0.04247,-0.4039,0.54642,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
9600,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.12696,5.01329,-0.03202,1.53945,-0.28185,1,0,0,0,Win
9601,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.12105,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,1,Win
9602,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.35718,-0.31218,-0.34997,0.06241,-0.28185,0,0,0,0,Win
9603,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.24715,0.45947,-0.03202,-0.52841,-0.28185,0,0,1,0,Win
9604,-0.25992,0.46549,-0.1097,-0.0891,-0.02372,-0.04247,-0.43535,1.43762,-0.34997,0.94864,-0.28185,1,0,1,0,Lost
9605,-0.25992,-0.34307,-0.1097,-0.0891,-0.02372,-0.04247,-1.13847,0.38339,-0.34997,-1.11923,-0.28185,1,0,0,0,Lost
9606,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.47462,-0.6817,1.87569,-0.52841,-0.28185,0,0,0,1,Win
9607,-0.25992,-0.0714,-0.1097,-0.0891,-0.02372,-0.04247,0.71053,-0.6817,0.92184,0.06241,-0.28185,0,0,0,1,Win
9608,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.78457,-0.65996,-0.34997,1.53945,-0.28185,0,0,0,0,Lost
9609,-0.25992,-0.24766,-0.1097,-0.0891,-0.02372,-0.04247,-0.72816,0.12255,-0.34997,-0.52841,-0.28185,0,0,0,0,Win
9610,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.14795,0.11169,-0.34997,0.94864,-0.28185,0,0,0,0,Lost
9611,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.59262,-0.6817,-0.03202,0.06241,-0.28185,0,0,0,1,Lost
9612,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.85819,0.26384,-0.34997,1.53945,-0.28185,0,0,0,0,Lost
9613,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.18578,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,Win
9614,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.7081,0.88333,-0.34997,-1.41464,-0.28185,0,0,1,1,Lost
9615,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,0.06241,-0.28185,0,0,0,1,Win
9616,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.49276,0.68771,0.60388,0.06241,-0.28185,0,0,0,1,Lost
9617,-0.16933,0.03928,-0.1097,-0.0891,-0.02372,-0.04247,-0.73294,1.98103,-0.03202,-1.11923,-0.28185,1,0,0,1,Lost
9618,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,0.06241,-0.28185,1,0,0,1,Lost
9619,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.10744,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,1,Lost
9620,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.28758,-0.55128,-0.34997,-1.11923,-0.28185,0,0,0,1,Lost
9621,0.44211,0.71726,-0.1097,-0.0891,-0.02372,-0.04247,-0.94075,-0.6817,-0.34997,0.94864,-0.28185,1,0,0,0,Lost
9622,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-0.233,-0.28185,0,0,0,1,Win
9623,-0.25992,-0.30916,-0.1097,-0.0891,-0.02372,-0.04247,0.36957,0.33992,-0.34997,1.83486,-0.28185,0,0,1,0,Lost
9624,-0.19952,-0.19706,-0.1097,-0.0891,-0.02372,-0.04247,-0.17362,3.0896,-0.34997,-0.233,3.54793,1,0,1,1,Lost
9625,-0.25992,-0.34794,0.31591,-0.0891,-0.02372,-0.04247,-0.11627,0.54642,-0.34997,1.24404,-0.28185,0,0,1,1,Lost
9626,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-0.52841,-0.28185,0,0,0,1,Lost
9627,-0.25992,-0.33227,-0.1097,-0.0891,-0.02372,-0.04247,0.60248,-0.6817,7.59881,1.83486,-0.28185,1,0,0,1,Win
9628,0.29115,1.53069,2.07025,-0.0891,-0.02372,-0.04247,1.16865,-0.56215,-0.34997,1.53945,-0.28185,1,0,0,0,Lost
9629,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.70441,-0.6817,-0.34997,1.53945,-0.28185,0,0,0,1,Win
9630,-0.25992,-0.34557,-0.1097,-0.0891,-0.02372,-0.04247,1.28183,-0.6817,0.60388,0.06241,-0.28185,0,0,0,1,Win
9631,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.41416,-0.6817,-0.34997,0.35782,-0.28185,0,0,0,1,Win
9632,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,1.24404,-0.28185,0,0,0,0,Win
9633,0.44211,0.71726,-0.1097,-0.0891,-0.02372,-0.04247,-0.77445,0.15516,-0.34997,-0.82382,3.54793,0,0,0,0,Lost
9634,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.75578,-0.6817,-0.34997,-0.52841,-0.28185,1,0,0,1,Lost
9635,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-0.77837,-0.01873,-0.34997,-1.41464,-0.28185,0,0,0,0,Lost
9636,-0.25992,-0.26863,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.34997,-0.82382,-0.28185,0,0,0,1,Lost
9637,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.1667,-0.6817,-0.03202,0.94864,-0.28185,0,0,0,1,Win
9638,0.65945,3.35306,-0.1097,-0.0891,-0.02372,-0.04247,0.23246,-0.10568,-0.34997,-0.233,-0.28185,0,0,0,1,Win
9639,0.34402,1.48183,-0.1097,-0.0891,-0.02372,-0.04247,-0.0306,-0.25784,-0.34997,-0.52841,-0.28185,1,0,0,0,Lost
9640,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,0.07245,-0.45347,-0.34997,0.06241,-0.28185,0,0,0,0,Lost
9641,-0.25992,-0.09087,-0.1097,-0.0891,-0.02372,-0.04247,-0.17009,-0.6817,-0.34997,-1.41464,-0.28185,0,0,0,1,Lost
9642,-0.12738,0.57198,-0.1097,-0.0891,-0.02372,-0.04247,0.27554,1.56804,-0.34997,-1.41464,-0.28185,0,0,0,0,Win
9643,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,-1.04669,-0.33391,-0.34997,0.35782,3.54793,0,0,0,0,Lost
9644,-0.25992,-0.34794,-0.1097,-0.0891,-0.02372,-0.04247,1.73092,-0.6817,-0.34997,-1.11923,-0.28185,0,0,0,1,Win
